Pos	-	t	n	a	k	g	c	y	r	s	w	m	d	v	b	u	h
18759	0	94126	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18760	0	0	3	94125	0	0	0	0	2	0	0	0	0	0	0	0	0
18761	0	94126	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18762	0	3	3	0	0	94124	0	0	0	0	0	0	0	0	0	0	0
18763	0	0	3	94127	0	0	0	0	0	0	0	0	0	0	0	0	0
18764	0	94126	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18765	0	94124	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0
18766	0	0	2	0	0	94128	0	0	0	0	0	0	0	0	0	0	0
18767	0	0	4	94126	0	0	0	0	0	0	0	0	0	0	0	0	0
18768	0	94119	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0
18769	0	0	5	2	0	94123	0	0	0	0	0	0	0	0	0	0	0
18770	0	94125	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18771	0	94114	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0
18772	0	0	6	0	0	0	94124	0	0	0	0	0	0	0	0	0	0
18773	0	0	5	94124	0	1	0	0	0	0	0	0	0	0	0	0	0
18774	0	0	5	94120	0	5	0	0	0	0	0	0	0	0	0	0	0
18775	0	0	5	0	0	0	94125	0	0	0	0	0	0	0	0	0	0
18776	0	0	5	94125	0	0	0	0	0	0	0	0	0	0	0	0	0
18777	0	0	5	94120	0	5	0	0	0	0	0	0	0	0	0	0	0
18778	0	94125	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18779	0	0	7	0	0	94123	0	0	0	0	0	0	0	0	0	0	0
18780	0	4	6	0	0	94120	0	0	0	0	0	0	0	0	0	0	0
18781	0	2	6	6	1	94115	0	0	0	0	0	0	0	0	0	0	0
18782	0	29	7	0	3	94091	0	0	0	0	0	0	0	0	0	0	0
18783	0	94123	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18784	0	94124	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18785	1	94123	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18786	1	94121	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18787	1	0	5	94123	0	0	0	0	0	0	1	0	0	0	0	0	0
18788	0	499	7	0	0	0	93621	3	0	0	0	0	0	0	0	0	0
18789	0	0	4	94125	0	0	1	0	0	0	0	0	0	0	0	0	0
18790	0	0	4	1	0	94125	0	0	0	0	0	0	0	0	0	0	0
18791	0	0	4	0	0	94126	0	0	0	0	0	0	0	0	0	0	0
18792	0	94122	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
18793	0	1	5	94123	0	0	0	0	0	0	1	0	0	0	0	0	0
18794	0	1	4	94124	0	1	0	0	0	0	0	0	0	0	0	0	0
18795	0	7	3	0	0	0	94118	2	0	0	0	0	0	0	0	0	0
18796	0	11	3	0	0	0	94116	0	0	0	0	0	0	0	0	0	0
18797	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18798	0	0	1	94125	0	0	2	0	2	0	0	0	0	0	0	0	0
18799	0	0	1	0	0	0	94128	1	0	0	0	0	0	0	0	0	0
18800	0	1	1	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
18801	0	0	1	94126	0	2	1	0	0	0	0	0	0	0	0	0	0
18802	0	0	1	94120	0	1	5	0	3	0	0	0	0	0	0	0	0
18803	0	94	1	2	0	94033	0	0	0	0	0	0	0	0	0	0	0
18804	0	7	1	0	0	0	94121	1	0	0	0	0	0	0	0	0	0
18805	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18806	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18807	0	17	1	1	0	0	94110	1	0	0	0	0	0	0	0	0	0
18808	0	0	1	0	0	0	94129	0	0	0	0	0	0	0	0	0	0
18809	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18810	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18811	0	1	3	3	0	94123	0	0	0	0	0	0	0	0	0	0	0
18812	0	0	2	94121	0	4	3	0	0	0	0	0	0	0	0	0	0
18813	0	94126	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
18814	0	35	1	0	0	0	94093	1	0	0	0	0	0	0	0	0	0
18815	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18816	0	35	1	0	3	94089	1	0	1	0	0	0	0	0	0	0	0
18817	0	94126	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
18818	0	0	2	94078	0	49	0	0	0	0	0	1	0	0	0	0	0
18819	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18820	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18821	0	0	2	0	1	94127	0	0	0	0	0	0	0	0	0	0	0
18822	0	94125	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
18823	0	0	3	0	0	0	94126	1	0	0	0	0	0	0	0	0	0
18824	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
18825	0	0	2	94124	0	4	0	0	0	0	0	0	0	0	0	0	0
18826	0	10	2	3	0	94115	0	0	0	0	0	0	0	0	0	0	0
18827	0	94127	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18828	0	39	2	1	0	0	94084	4	0	0	0	0	0	0	0	0	0
18829	0	0	2	0	0	0	94128	0	0	0	0	0	0	0	0	0	0
18830	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
18831	0	94103	2	0	0	0	25	0	0	0	0	0	0	0	0	0	0
18832	0	0	2	2	0	94126	0	0	0	0	0	0	0	0	0	0	0
18833	0	2	2	0	0	94126	0	0	0	0	0	0	0	0	0	0	0
18834	0	94125	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
18835	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
18836	0	0	2	94127	0	1	0	0	0	0	0	0	0	0	0	0	0
18837	0	94126	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
18838	0	0	1	0	1	94128	0	0	0	0	0	0	0	0	0	0	0
18839	0	3	3	0	0	0	94124	0	0	0	0	0	0	0	0	0	0
18840	0	0	2	94127	0	1	0	0	0	0	0	0	0	0	0	0	0
18841	0	0	4	0	0	0	94126	0	0	0	0	0	0	0	0	0	0
18842	0	0	2	94128	0	0	0	0	0	0	0	0	0	0	0	0	0
18843	0	94121	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0
18844	0	0	0	1	1	94127	0	0	1	0	0	0	0	0	0	0	0
18845	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18846	0	1	0	94127	0	2	0	0	0	0	0	0	0	0	0	0	0
18847	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18848	0	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0
18849	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18850	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18851	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18852	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18853	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18854	0	5	1	1	0	94123	0	0	0	0	0	0	0	0	0	0	0
18855	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18856	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18857	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18858	0	94125	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
18859	0	314	1	0	4	93811	0	0	0	0	0	0	0	0	0	0	0
18860	0	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0
18861	0	4	0	94125	0	1	0	0	0	0	0	0	0	0	0	0	0
18862	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18863	0	94123	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
18864	0	2	0	0	0	0	94128	0	0	0	0	0	0	0	0	0	0
18865	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18866	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18867	0	1	0	0	0	94129	0	0	0	0	0	0	0	0	0	0	0
18868	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18869	0	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0
18870	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18871	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18872	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18873	0	1	1	6	0	94122	0	0	0	0	0	0	0	0	0	0	0
18874	0	94128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18875	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18876	0	94127	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
18877	0	3273	8	0	0	0	90800	49	0	0	0	0	0	0	0	0	0
18878	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18879	0	0	0	94129	0	1	0	0	0	0	0	0	0	0	0	0	0
18880	0	12	0	2	0	94116	0	0	0	0	0	0	0	0	0	0	0
18881	0	5	0	0	0	0	94125	0	0	0	0	0	0	0	0	0	0
18882	0	94129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18883	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18884	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18885	0	10	0	0	0	0	94120	0	0	0	0	0	0	0	0	0	0
18886	0	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0
18887	0	0	0	94127	0	2	0	0	1	0	0	0	0	0	0	0	0
18888	0	11	0	1	0	0	94118	0	0	0	0	0	0	0	0	0	0
18889	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18890	0	0	1	94127	0	1	0	0	1	0	0	0	0	0	0	0	0
18891	0	0	0	6	0	94124	0	0	0	0	0	0	0	0	0	0	0
18892	0	94128	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
18893	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18894	0	53	0	0	0	0	94076	1	0	0	0	0	0	0	0	0	0
18895	0	94127	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18896	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18897	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18898	0	75	0	1	1	94053	0	0	0	0	0	0	0	0	0	0	0
18899	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18900	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18901	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18902	0	0	0	94123	0	5	1	0	1	0	0	0	0	0	0	0	0
18903	0	2	0	3	0	94125	0	0	0	0	0	0	0	0	0	0	0
18904	0	42	0	0	0	0	94087	1	0	0	0	0	0	0	0	0	0
18905	0	1	1	9	0	94118	0	0	1	0	0	0	0	0	0	0	0
18906	0	94128	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
18907	0	36	0	1	10	94083	0	0	0	0	0	0	0	0	0	0	0
18908	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18909	0	94110	1	0	0	0	18	0	0	0	1	0	0	0	0	0	0
18910	0	5	1	1	0	94123	0	0	0	0	0	0	0	0	0	0	0
18911	0	0	1	94126	0	0	2	0	0	0	0	1	0	0	0	0	0
18912	0	1	1	0	0	0	94127	1	0	0	0	0	0	0	0	0	0
18913	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18914	0	0	8	0	0	94122	0	0	0	0	0	0	0	0	0	0	0
18915	0	0	2	0	0	94128	0	0	0	0	0	0	0	0	0	0	0
18916	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18917	0	3	1	0	0	0	94124	2	0	0	0	0	0	0	0	0	0
18918	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18919	0	0	0	94129	0	1	0	0	0	0	0	0	0	0	0	0	0
18920	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18921	0	94126	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0
18922	0	0	0	1	0	94127	0	0	2	0	0	0	0	0	0	0	0
18923	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18924	0	0	1	94127	0	1	0	0	1	0	0	0	0	0	0	0	0
18925	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18926	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18927	0	94123	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
18928	0	64	0	1	0	0	94060	5	0	0	0	0	0	0	0	0	0
18929	0	7	0	0	0	0	94123	0	0	0	0	0	0	0	0	0	0
18930	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18931	0	1	0	94122	0	7	0	0	0	0	0	0	0	0	0	0	0
18932	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18933	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18934	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18935	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18936	0	94126	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0
18937	0	3	0	4	1	94122	0	0	0	0	0	0	0	0	0	0	0
18938	0	0	0	2	0	94128	0	0	0	0	0	0	0	0	0	0	0
18939	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18940	0	0	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0
18941	0	0	0	94128	0	0	2	0	0	0	0	0	0	0	0	0	0
18942	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18943	0	0	0	0	0	94129	1	0	0	0	0	0	0	0	0	0	0
18944	0	0	0	94130	0	0	0	0	0	0	0	0	0	0	0	0	0
18945	0	0	0	94115	0	15	0	0	0	0	0	0	0	0	0	0	0
18946	0	8	0	0	0	0	94120	2	0	0	0	0	0	0	0	0	0
18947	0	94128	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18948	0	6	1	1	3	94119	0	0	0	0	0	0	0	0	0	0	0
18949	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18950	0	0	1	94119	0	0	0	0	0	0	10	0	0	0	0	0	0
18951	0	6	1	0	1	94121	1	0	0	0	0	0	0	0	0	0	0
18952	0	0	1	94127	0	2	0	0	0	0	0	0	0	0	0	0	0
18953	0	94128	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18954	0	94128	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18955	0	0	1	94129	0	0	0	0	0	0	0	0	0	0	0	0	0
18956	0	0	1	94127	0	2	0	0	0	0	0	0	0	0	0	0	0
18957	0	94129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18958	0	0	31	0	0	94099	0	0	0	0	0	0	0	0	0	0	0
18959	0	9	31	0	0	0	94089	1	0	0	0	0	0	0	0	0	0
18960	0	13	31	4	0	94082	0	0	0	0	0	0	0	0	0	0	0
18961	0	0	31	1	0	94098	0	0	0	0	0	0	0	0	0	0	0
18962	0	0	31	0	0	0	94099	0	0	0	0	0	0	0	0	0	0
18963	0	94099	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18964	0	94097	31	0	0	0	0	1	0	0	1	0	0	0	0	0	0
18965	0	0	31	0	1	94098	0	0	0	0	0	0	0	0	0	0	0
18966	0	94098	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0
18967	0	0	30	94100	0	0	0	0	0	0	0	0	0	0	0	0	0
18968	0	0	30	0	0	94100	0	0	0	0	0	0	0	0	0	0	0
18969	0	0	31	94099	0	0	0	0	0	0	0	0	0	0	0	0	0
18970	0	0	30	94097	0	3	0	0	0	0	0	0	0	0	0	0	0
18971	0	0	30	94099	0	1	0	0	0	0	0	0	0	0	0	0	0
18972	0	36	30	34	4	94026	0	0	0	0	0	0	0	0	0	0	0
18973	0	20	31	0	1	94078	0	0	0	0	0	0	0	0	0	0	0
18974	0	94098	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0
18975	0	94094	31	2	0	2	1	0	0	0	0	0	0	0	0	0	0
18976	0	0	31	0	0	0	94098	1	0	0	0	0	0	0	0	0	0
18977	0	0	31	94099	0	0	0	0	0	0	0	0	0	0	0	0	0
18978	0	0	31	94052	0	43	0	0	4	0	0	0	0	0	0	0	0
18979	0	7	31	0	0	0	94091	1	0	0	0	0	0	0	0	0	0
18980	0	0	29	94100	0	0	0	0	0	0	0	1	0	0	0	0	0
18981	0	15	29	0	0	0	94085	1	0	0	0	0	0	0	0	0	0
18982	0	1	29	94100	0	0	0	0	0	0	0	0	0	0	0	0	0
18983	0	94099	29	1	1	0	0	0	0	0	0	0	0	0	0	0	0
18984	0	30	30	1	2	94064	2	0	0	1	0	0	0	0	0	0	0
18985	0	63	30	0	2	94035	0	0	0	0	0	0	0	0	0	0	0
18986	0	94099	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0
18987	0	94099	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0
18988	0	0	30	0	0	94100	0	0	0	0	0	0	0	0	0	0	0
18989	0	94095	32	0	1	0	2	0	0	0	0	0	0	0	0	0	0
18990	0	94096	31	0	1	0	0	1	0	0	1	0	0	0	0	0	0
18991	0	0	32	94096	0	1	0	0	0	0	1	0	0	0	0	0	0
18992	0	0	32	94097	0	0	0	0	1	0	0	0	0	0	0	0	0
18993	0	0	32	94097	0	1	0	0	0	0	0	0	0	0	0	0	0
18994	0	3	32	0	1	94094	0	0	0	0	0	0	0	0	0	0	0
18995	0	1	32	0	0	0	94097	0	0	0	0	0	0	0	0	0	0
18996	0	94094	32	0	1	0	2	1	0	0	0	0	0	0	0	0	0
18997	0	1	32	1	0	94096	0	0	0	0	0	0	0	0	0	0	0
18998	0	599	38	0	0	0	93493	0	0	0	0	0	0	0	0	0	0
18999	0	0	32	94098	0	0	0	0	0	0	0	0	0	0	0	0	0
19000	0	94097	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19001	0	94098	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19002	0	0	31	94097	0	2	0	0	0	0	0	0	0	0	0	0	0
19003	0	94096	31	0	1	0	1	1	0	0	0	0	0	0	0	0	0
19004	0	94097	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0
19005	1	1	31	94095	0	2	0	0	0	0	0	0	0	0	0	0	0
19006	1	17	34	1	8	94069	0	0	0	0	0	0	0	0	0	0	0
19007	1	9	31	0	0	0	94086	2	0	0	0	1	0	0	0	0	0
19008	0	0	32	94095	0	0	3	0	0	0	0	0	0	0	0	0	0
19009	0	79	32	0	13	94006	0	0	0	0	0	0	0	0	0	0	0
19010	0	0	31	94097	0	1	1	0	0	0	0	0	0	0	0	0	0
19011	0	162	30	6	0	0	93927	4	0	0	0	1	0	0	0	0	0
19012	0	0	29	94101	0	0	0	0	0	0	0	0	0	0	0	0	0
19013	0	0	29	94101	0	0	0	0	0	0	0	0	0	0	0	0	0
19014	0	0	29	94099	0	2	0	0	0	0	0	0	0	0	0	0	0
19015	0	94099	29	1	0	0	1	0	0	0	0	0	0	0	0	0	0
19016	0	94095	30	2	0	0	0	3	0	0	0	0	0	0	0	0	0
19017	0	67	33	0	0	0	94026	4	0	0	0	0	0	0	0	0	0
19018	0	18	30	0	0	0	94080	2	0	0	0	0	0	0	0	0	0
19019	0	11	29	0	0	0	94089	1	0	0	0	0	0	0	0	0	0
19020	0	0	32	94096	0	0	1	0	1	0	0	0	0	0	0	0	0
19021	0	2	31	0	2	94094	0	0	1	0	0	0	0	0	0	0	0
19022	0	94095	31	0	0	0	4	0	0	0	0	0	0	0	0	0	0
19023	0	94097	31	0	0	1	0	1	0	0	0	0	0	0	0	0	0
19024	0	0	31	2	0	0	94096	1	0	0	0	0	0	0	0	0	0
19025	0	94099	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19026	0	94089	31	1	0	3	6	0	0	0	0	0	0	0	0	0	0
19027	0	2	31	0	0	0	94097	0	0	0	0	0	0	0	0	0	0
19028	0	0	30	94099	0	0	0	0	1	0	0	0	0	0	0	0	0
19029	0	69	29	0	0	0	94031	1	0	0	0	0	0	0	0	0	0
19030	0	2	30	0	0	94098	0	0	0	0	0	0	0	0	0	0	0
19031	0	0	30	94100	0	0	0	0	0	0	0	0	0	0	0	0	0
19032	0	37	30	0	0	0	94063	0	0	0	0	0	0	0	0	0	0
19033	0	0	30	94099	0	1	0	0	0	0	0	0	0	0	0	0	0
19034	0	94099	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0
19035	0	94096	30	3	0	0	1	0	0	0	0	0	0	0	0	0	0
19036	0	0	28	0	1	94101	0	0	0	0	0	0	0	0	0	0	0
19037	0	0	28	0	0	94101	0	0	0	1	0	0	0	0	0	0	0
19038	0	94102	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19039	0	0	28	94102	0	0	0	0	0	0	0	0	0	0	0	0	0
19040	0	0	28	94102	0	0	0	0	0	0	0	0	0	0	0	0	0
19041	0	6	28	0	0	0	94094	1	0	0	0	1	0	0	0	0	0
19042	0	0	27	0	0	0	94103	0	0	0	0	0	0	0	0	0	0
19043	0	0	27	0	0	0	94103	0	0	0	0	0	0	0	0	0	0
19044	0	94101	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0
19045	0	0	27	94103	0	0	0	0	0	0	0	0	0	0	0	0	0
19046	0	0	27	94103	0	0	0	0	0	0	0	0	0	0	0	0	0
19047	0	0	27	94101	0	2	0	0	0	0	0	0	0	0	0	0	0
19048	0	0	27	0	0	94103	0	0	0	0	0	0	0	0	0	0	0
19049	0	1	27	0	0	0	94102	0	0	0	0	0	0	0	0	0	0
19050	0	94103	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19051	0	0	27	94101	0	2	0	0	0	0	0	0	0	0	0	0	0
19052	0	94102	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0
19053	0	94103	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19054	0	0	27	94103	0	0	0	0	0	0	0	0	0	0	0	0	0
19055	0	0	27	94102	0	1	0	0	0	0	0	0	0	0	0	0	0
19056	0	19	27	0	1	94083	0	0	0	0	0	0	0	0	0	0	0
19057	0	94103	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19058	0	0	25	0	0	94105	0	0	0	0	0	0	0	0	0	0	0
19059	0	94102	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0
19060	0	3	23	6	0	94097	0	0	1	0	0	0	0	0	0	0	0
19061	0	94106	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0
19062	0	0	23	94107	0	0	0	0	0	0	0	0	0	0	0	0	0
19063	0	2	21	0	0	0	94107	0	0	0	0	0	0	0	0	0	0
19064	0	0	21	0	0	0	94109	0	0	0	0	0	0	0	0	0	0
19065	0	94108	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0
19066	0	0	20	14	0	0	94096	0	0	0	0	0	0	0	0	0	0
19067	0	0	19	94111	0	0	0	0	0	0	0	0	0	0	0	0	0
19068	0	0	19	94108	0	1	1	0	0	0	0	1	0	0	0	0	0
19069	0	6	18	1	1	94102	0	0	1	1	0	0	0	0	0	0	0
19070	0	5	19	0	0	0	94106	0	0	0	0	0	0	0	0	0	0
19071	0	94110	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0
19072	0	71	15	2	0	94040	0	0	1	1	0	0	0	0	0	0	0
19073	0	0	15	94068	0	44	1	0	2	0	0	0	0	0	0	0	0
19074	0	94112	15	1	0	0	2	0	0	0	0	0	0	0	0	0	0
19075	0	0	15	0	0	94114	0	0	1	0	0	0	0	0	0	0	0
19076	0	94115	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19077	0	1	14	94114	0	0	0	0	0	0	1	0	0	0	0	0	0
19078	0	0	14	0	0	94116	0	0	0	0	0	0	0	0	0	0	0
19079	0	0	14	94115	0	0	1	0	0	0	0	0	0	0	0	0	0
19080	0	2	14	94112	0	2	0	0	0	0	0	0	0	0	0	0	0
19081	0	94116	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19082	0	0	14	0	0	94116	0	0	0	0	0	0	0	0	0	0	0
19083	0	2	14	0	0	94114	0	0	0	0	0	0	0	0	0	0	0
19084	0	0	14	94115	0	1	0	0	0	0	0	0	0	0	0	0	0
19085	0	0	14	94116	0	0	0	0	0	0	0	0	0	0	0	0	0
19086	0	56	14	3	52	94005	0	0	0	0	0	0	0	0	0	0	0
19087	0	94116	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19088	0	94116	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19089	0	2	14	0	0	0	94114	0	0	0	0	0	0	0	0	0	0
19090	0	94116	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19091	0	0	14	94116	0	0	0	0	0	0	0	0	0	0	0	0	0
19092	0	94114	14	0	0	0	1	1	0	0	0	0	0	0	0	0	0
19093	0	0	14	0	0	94116	0	0	0	0	0	0	0	0	0	0	0
19094	0	0	14	94116	0	0	0	0	0	0	0	0	0	0	0	0	0
19095	0	94116	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19096	0	0	14	2	0	94114	0	0	0	0	0	0	0	0	0	0	0
19097	0	5	14	0	0	0	94110	1	0	0	0	0	0	0	0	0	0
19098	0	1	14	94110	0	4	1	0	0	0	0	0	0	0	0	0	0
19099	0	0	14	0	0	0	94116	0	0	0	0	0	0	0	0	0	0
19100	0	0	14	94116	0	0	0	0	0	0	0	0	0	0	0	0	0
19101	0	15	14	0	3	94098	0	0	0	0	0	0	0	0	0	0	0
19102	0	29	14	0	0	0	94085	2	0	0	0	0	0	0	0	0	0
19103	0	0	14	0	0	0	94116	0	0	0	0	0	0	0	0	0	0
19104	0	94102	15	0	0	1	12	0	0	0	0	0	0	0	0	0	0
19105	0	94115	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19106	0	0	15	1	0	94114	0	0	0	0	0	0	0	0	0	0	0
19107	0	94112	15	0	0	0	0	2	0	0	1	0	0	0	0	0	0
19108	0	0	15	94114	0	0	0	0	1	0	0	0	0	0	0	0	0
19109	0	10	16	1	1	94102	0	0	0	0	0	0	0	0	0	0	0
19110	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19111	0	0	16	1	2	94111	0	0	0	0	0	0	0	0	0	0	0
19112	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
19113	0	14	19	0	0	0	94095	1	0	0	0	1	0	0	0	0	0
19114	0	0	17	94113	0	0	0	0	0	0	0	0	0	0	0	0	0
19115	0	0	16	94113	0	0	0	0	0	0	1	0	0	0	0	0	0
19116	0	0	16	94111	0	2	0	0	1	0	0	0	0	0	0	0	0
19117	0	23	16	1	1	94089	0	0	0	0	0	0	0	0	0	0	0
19118	0	18	16	0	0	0	94093	3	0	0	0	0	0	0	0	0	0
19119	0	94108	16	0	0	0	5	1	0	0	0	0	0	0	0	0	0
19120	0	94114	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19121	0	0	16	94114	0	0	0	0	0	0	0	0	0	0	0	0	0
19122	0	94113	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0
19123	0	0	17	94113	0	0	0	0	0	0	0	0	0	0	0	0	0
19124	0	0	15	94115	0	0	0	0	0	0	0	0	0	0	0	0	0
19125	0	0	15	94115	0	0	0	0	0	0	0	0	0	0	0	0	0
